19:27:6 21/1/2012 (207-118-76-134.dyn.centurytel.net) SmallBasicLibrary
9:10:20 7/9/2017 (5.170.222.38) LitDev_v1.2.zip
2:3:42 8/9/2017 (37-229-89-216.broadband.kyivstar.net) Media.zip
2:3:48 8/9/2017 (37-229-89-216.broadband.kyivstar.net) LitDev_v1.2.zip 
17:18:13 8/9/2017 (209-188-47-222.dsl.atmc.net) samples.zip
7:5:29 9/9/2017 (59.95.164.226) LitDev_v1.2.zip
7:9:36 9/9/2017 (c118.87.145.012.c3-net.ne.jp) LitDev_v1.2.zip
7:21:0 9/9/2017 (catv-195-184-188-251.catv.broadband.hu) LitDev_v1.2.zip
7:24:17 9/9/2017 (c118.87.145.012.c3-net.ne.jp) SerialPort_Source.zip
7:25:13 9/9/2017 (c118.87.145.012.c3-net.ne.jp) SerialPort_Source.zip
8:2:5 9/9/2017 (softbank219194098100.bbtec.net) LitDev_Test.zip
8:35:28 9/9/2017 (softbank219194098100.bbtec.net) LitDev_v1.2.zip
9:1:55 9/9/2017 (188-23-47-66.adsl.highway.telekom.at) LitDev_v1.2.zip
9:14:52 9/9/2017 (188-23-47-66.adsl.highway.telekom.at) LitDev_v1.2.zip
12:23:31 9/9/2017 (75-130-194-162.dhcp.hckr.nc.charter.com) LitDev_Test.zip
22:10:42 9/9/2017 (96-2-68-87-dynamic.midco.net) samples.zip
22:14:51 9/9/2017 (96-2-68-87-dynamic.midco.net) Media.zip
6:21:43 10/9/2017 (91-115-72-208.adsl.highway.telekom.at) samples.zip
11:6:6 10/9/2017 (176-20-180-199-dynamic.dk.customer.tdc.net) LitDev_v1.2.zip
14:25:36 10/9/2017 (93-86-237-234.dynamic.isp.telekom.rs) LitDev_v1.2.zip
18:27:59 10/9/2017 (dhcp-108-168-100-10.cable.user.start.ca) LitDev_v1.2.zip 
18:35:42 10/9/2017 (cpe-67-245-112-127.nyc.res.rr.com) LitDev_v1.2.zip
19:28:1 10/9/2017 (x065021.dynamic.ppp.asahi-net.or.jp) LitDev_Test.zip
4:24:7 11/9/2017 (msnbot-40-77-167-149.search.msn.com) 
19:8:19 11/9/2017 (c-24-22-126-151.hsd1.or.comcast.net) LitDev_v1.2.zip
21:55:46 11/9/2017 (msnbot-157-55-39-210.search.msn.com) 
9:28:46 12/9/2017 (217.118.79.46) LitDev_v1.2.zip
15:38:1 12/9/2017 (77.123.255.161) LitDev_v1.2.zip
15:38:41 12/9/2017 (77.123.255.161) LitDev_Test.zip
17:57:53 12/9/2017 (94.54.40.108) LitDev_v1.2.zip
6:47:46 13/9/2017 (193.140.110.155) LitDev_v1.2.zip
6:47:47 13/9/2017 (193.140.110.155) 
6:48:23 13/9/2017 (193.140.110.155) LitDev_v1.2.zip
21:59:15 13/9/2017 (cpe-173-89-39-234.wi.res.rr.com) SmallBasicLibrary.zip
23:2:32 13/9/2017 (104.167.8.151) LitDev_v1.2.zip
8:55:7 14/9/2017 (x4dbceac0.dyn.telefonica.de) LitDev_v1.2.zip
13:5:32 14/9/2017 (37-229-20-182.broadband.kyivstar.net) SmallBasicExtensionCompiler_v1.2.zip
13:52:23 14/9/2017 (37-229-20-182.broadband.kyivstar.net) LitDev_v1.2.zip
14:43:11 14/9/2017 (37-229-20-182.broadband.kyivstar.net) SBExtension.zip
3:30:18 15/9/2017 (ip-159-253-240-218.rev.snt.net.pl) SerialPort_Source.zip
3:37:31 15/9/2017 (ip-159-253-240-218.rev.snt.net.pl) LitDev_v1.2.zip
3:37:56 15/9/2017 (ip-159-253-240-218.rev.snt.net.pl) LitDev_v1.2.zip
8:24:40 15/9/2017 (103.246.106.10) LitDev_v1.2.zip
8:25:53 15/9/2017 (103.246.106.10) LitDev_v1.2.zip
8:25:55 15/9/2017 (103.246.106.10) LitDev_v1.2.zip
8:37:5 15/9/2017 (103.246.106.9) hello-world-test_v1.0.zip
8:37:16 15/9/2017 (103.246.106.10) Music_Source.zip
8:37:23 15/9/2017 (103.246.106.10) Music_Source.zip
10:32:15 15/9/2017 (IP46-32-124-10.zaindata.jo) LitDev_v1.2.zip
16:20:12 15/9/2017 (138.234.7.51.dyn.plus.net) LitDev_v1.2.zip
16:52:40 15/9/2017 (138.234.7.51.dyn.plus.net) LitDev_v1.2.zip
5:55:19 16/9/2017 (117.193.181.207) WritingExtensionGuide.zip
13:2:24 16/9/2017 (luz95-1-88-174-81-41.fbx.proxad.net) SmallBasicLibrary.zip
13:2:36 16/9/2017 (luz95-1-88-174-81-41.fbx.proxad.net) TranslateXML.zip
13:4:46 16/9/2017 (luz95-1-88-174-81-41.fbx.proxad.net) LitDev_v1.2.zip
13:4:59 16/9/2017 (luz95-1-88-174-81-41.fbx.proxad.net) LitDev_v1.2.zip
13:5:12 16/9/2017 (luz95-1-88-174-81-41.fbx.proxad.net) LitDev_v1.2.zip
17:12:0 16/9/2017 (msnbot-40-77-167-74.search.msn.com) 
18:16:20 16/9/2017 (msnbot-40-77-167-74.search.msn.com) 
0:24:45 18/9/2017 (proxy-55-filtered.education.netspace.net.au) LitDev_v1.2.zip
3:1:24 18/9/2017 (165.225.72.126) LitDev_v1.2.zip
3:4:22 18/9/2017 (165.225.72.126) samples.zip
3:4:50 18/9/2017 (165.225.72.126) SmallBasicLibrary.zip
3:5:19 18/9/2017 (165.225.72.126) hello-world-test_v1.2.zip
3:5:51 18/9/2017 (165.225.72.126) LitDevUtilities.zip
3:5:54 18/9/2017 (165.225.72.126) LitDevUtilities.zip
3:6:19 18/9/2017 (165.225.72.126) server.zip
3:6:43 18/9/2017 (165.225.72.126) ExtensionManager.zip
17:40:40 18/9/2017 (24-113-208-102.wavecable.com) LitDev_v1.2.zip
19:47:33 18/9/2017 (proxy-55-filtered.education.netspace.net.au) LitDev_v1.2.zip
11:8:45 19/9/2017 (xdsl-89-0-166-79.netcologne.de) LitDev_v1.2.zip
11:10:55 19/9/2017 (xdsl-89-0-166-79.netcologne.de) LitDev_v1.2.zip
11:13:48 19/9/2017 (xdsl-89-0-166-79.netcologne.de) LitDev_v1.2.zip
13:43:29 19/9/2017 (23.red-79-155-200.dynamicip.rima-tde.net) LitDev_v1.2.zip
13:44:41 19/9/2017 (23.red-79-155-200.dynamicip.rima-tde.net) samples.zip
13:45:0 19/9/2017 (23.red-79-155-200.dynamicip.rima-tde.net) ../languages/LitDev.es.zip
13:46:24 19/9/2017 (23.red-79-155-200.dynamicip.rima-tde.net) LitDev_v1.2.zip
17:36:7 19/9/2017 (186-203-1-174.ded.intelignet.com.br) LitDev_v1.2.zip
18:4:29 19/9/2017 (186-203-1-174.ded.intelignet.com.br) LitDev_v1.2.zip
21:31:17 20/9/2017 (113.13.12.109) LitDev_v1.2.zip
21:35:54 20/9/2017 (113.13.12.109) LitDev_v1.2.zip
3:27:6 21/9/2017 (school-kongs-wl.troms.vgs.no) LitDev_v1.2.zip
17:28:21 21/9/2017 (23.red-79-155-200.dynamicip.rima-tde.net) LitDev_v1.2.zip
21:59:50 21/9/2017 (186-231-135-195.livetim.timbrasil.com.br) LitDev_v1.2.zip
22:1:28 21/9/2017 (186-231-135-195.livetim.timbrasil.com.br) LitDev_Source.zip
3:8:8 22/9/2017 (insvilablareix.xtec.cat) LitDev_v1.2.zip
4:20:37 22/9/2017 (p5DEBD217.dip0.t-ipconnect.de) LitDev_v1.2.zip
8:39:42 22/9/2017 (178.75.70.127) LitDev_v1.2.zip
8:48:26 22/9/2017 (178.75.70.127) LitDev_v1.2.zip
10:14:39 22/9/2017 (186-231-129-244.livetim.timbrasil.com.br) samples.zip
10:14:46 22/9/2017 (186-231-129-244.livetim.timbrasil.com.br) SmallBasicLibrary.zip
10:15:19 22/9/2017 (186-231-129-244.livetim.timbrasil.com.br) hello-world-test_v1.2.zip
10:15:29 22/9/2017 (186-231-129-244.livetim.timbrasil.com.br) WritingExtensionGuide.zip
10:16:40 22/9/2017 (186-231-129-244.livetim.timbrasil.com.br) LitDevUtilities.zip
10:16:49 22/9/2017 (186-231-129-244.livetim.timbrasil.com.br) LitDevUtilities_Source.zip
10:17:15 22/9/2017 (186-231-129-244.livetim.timbrasil.com.br) SmallBasicExtensionCompiler_v1.2.zip
10:17:32 22/9/2017 (186-231-129-244.livetim.timbrasil.com.br) server.zip
10:18:7 22/9/2017 (186-231-129-244.livetim.timbrasil.com.br) SBExtension.zip
10:18:19 22/9/2017 (186-231-129-244.livetim.timbrasil.com.br) ExtensionManager.zip
10:31:23 22/9/2017 (186-231-129-244.livetim.timbrasil.com.br) LitDevUtilities_Source.zip
10:32:56 22/9/2017 (186-231-129-244.livetim.timbrasil.com.br) samples.zip
10:33:41 22/9/2017 (186-231-129-244.livetim.timbrasil.com.br) SBExtension.zip
18:57:55 22/9/2017 (201-93-202-74.dsl.telesp.net.br) Music_Source.zip
8:5:54 23/9/2017 (ble59-3-82-226-203-90.fbx.proxad.net) LitDev_v1.2.zip
8:6:38 23/9/2017 (ble59-3-82-226-203-90.fbx.proxad.net) LitDev_v1.2.zip
10:50:3 23/9/2017 (171.36.213.204) LitDev_v1.2.zip
11:10:32 23/9/2017 (114-24-3-86.dynamic-ip.hinet.net) LitDev_v1.2.zip
11:12:31 23/9/2017 (114-24-3-86.dynamic-ip.hinet.net) samples.zip
16:13:15 23/9/2017 (p4FD4469D.dip0.t-ipconnect.de) LitDev_v1.2.zip
16:31:55 23/9/2017 (p4FD4469D.dip0.t-ipconnect.de) LitDev_v1.2.zip
0:20:17 24/9/2017 (c-76-20-121-61.hsd1.ca.comcast.net) LitDev_v1.2.zip
1:48:25 24/9/2017 (p5DCF2CCC.dip0.t-ipconnect.de) LitDev_v1.2.zip
1:48:38 24/9/2017 (p5DCF2CCC.dip0.t-ipconnect.de) LitDev_Source.zip
1:49:8 24/9/2017 (p5DCF2CCC.dip0.t-ipconnect.de) LitDev_v1.2.zip
13:8:27 24/9/2017 (dsl-50-5-254-164.fuse.net) samples.zip
16:22:47 24/9/2017 (msnbot-157-55-39-120.search.msn.com) 
22:50:17 24/9/2017 (c-76-20-121-61.hsd1.ca.comcast.net) LitDev_v1.2.zip
8:6:52 25/9/2017 (103.246.106.10) LitDev_v1.2.zip
2:45:14 26/9/2017 (msnbot-207-46-13-133.search.msn.com) 
3:35:26 26/9/2017 (103.246.106.10) LitDev_Source.zip
3:35:34 26/9/2017 (103.246.106.10) LitDev_v1.2.zip
3:40:54 26/9/2017 (103.246.106.10) LitDev_v1.0.zip
7:52:27 26/9/2017 (103.246.106.10) LitDev_v1.2.zip
15:28:22 26/9/2017 (85.101.182.219.dynamic.ttnet.com.tr) LitDev_v1.2.zip
15:30:30 26/9/2017 (85.101.182.219.dynamic.ttnet.com.tr) LitDev_v1.2.zip
15:30:34 26/9/2017 (85.101.182.219.dynamic.ttnet.com.tr) LitDev_v1.2.zip
15:47:22 26/9/2017 (79.140.149.100) SerialPort_Source.zip
4:52:25 27/9/2017 (42-110-159-190.live.vodafone.in) LitDev_v1.2.zip
4:53:47 27/9/2017 (42-110-159-190.live.vodafone.in) ExtensionManager.zip
5:35:58 27/9/2017 (abts-north-dynamic-229.238.173.122.airtelbroadband.in) LitDev_v1.2.zip
5:57:43 27/9/2017 (5.170.223.171) LitDev_v1.2.zip
8:10:17 27/9/2017 (78.132.238.101) ../languages/LitDev.ru.zip
8:16:54 27/9/2017 (78.132.238.101) SmallBasicLibrary.zip
14:20:40 27/9/2017 (dynamic-109-81-210-112.ipv4.broadband.iol.cz) LitDev_v1.2.zip
16:54:53 27/9/2017 (mails.duboisngo.net) SmallBasicLibrary.zip
1:55:16 28/9/2017 (47.11.5.204) LitDev_v1.2.zip
1:56:49 28/9/2017 (47.11.5.204) LitDev_v1.2.zip
4:52:9 28/9/2017 (59.92.101.243) SBExtension.zip
0:11:13 29/9/2017 (msnbot-157-55-39-139.search.msn.com) 
1:51:58 29/9/2017 (msnbot-157-55-39-139.search.msn.com) 
14:57:6 29/9/2017 (ppp-94-69-25-14.home.otenet.gr) LitDev_v1.2.zip
5:19:7 30/9/2017 (88.232.255.157.dynamic.ttnet.com.tr) samples.zip
13:32:17 30/9/2017 (88.232.255.157.dynamic.ttnet.com.tr) server.zip
13:33:1 30/9/2017 (88.232.255.157.dynamic.ttnet.com.tr) LitDev_v1.2.zip
15:19:57 30/9/2017 (89.188.45.100) LitDev_v1.2.zip
0:22:59 1/10/2017 (47.15.9.241) LitDev_v1.2.zip
4:54:22 1/10/2017 (78-5-138-94-static.albacom.net) LitDevUtilities.zip
4:57:30 1/10/2017 (78-5-138-94-static.albacom.net) LitDevUtilities_Source.zip
4:59:28 1/10/2017 (78-5-138-94-static.albacom.net) LitDevUtilities_Source.zip
5:47:42 1/10/2017 (109.129.82.199) LitDev_v1.2.zip
8:34:38 1/10/2017 (95.145.226.87) LitDev_v1.2.zip
12:8:35 1/10/2017 (77-255-241-201.adsl.inetia.pl) LitDev_v1.2.zip
19:7:6 1/10/2017 (S0106a84e3fc1a223.ed.shawcable.net) LitDev_v1.2.zip
21:1:45 1/10/2017 (msnbot-157-55-39-208.search.msn.com) 
3:45:44 2/10/2017 (grzfw1.grz.at) samples.zip
9:54:5 2/10/2017 (msnbot-157-55-39-208.search.msn.com) 
14:35:13 2/10/2017 (85.98.163.192.static.ttnet.com.tr) SerialPort_Source.zip
17:0:34 2/10/2017 (191-222-235-94.ecba-mt-a1k-02.dsl.brasiltelecom.net.br) Media.zip
17:0:52 2/10/2017 (191-222-235-94.ecba-mt-a1k-02.dsl.brasiltelecom.net.br) LitDev_v1.2.zip
17:23:49 2/10/2017 (191-222-235-94.ecba-mt-a1k-02.dsl.brasiltelecom.net.br) LitDev_Source.zip
8:32:38 3/10/2017 (77-255-241-201.adsl.inetia.pl) LitDev_v1.2.zip
13:43:38 3/10/2017 (64.114.51.77) LitDev_v1.2.zip
13:50:18 3/10/2017 (64.114.51.77) LitDev_v1.2.zip
13:50:24 3/10/2017 (64.114.51.77) LitDev_v1.2.zip
13:51:1 3/10/2017 (64.114.51.77) LitDev_v1.2.zip
14:11:54 3/10/2017 (static.36.44.0.81.ibercom.com) LitDev_v1.2.zip
14:12:43 3/10/2017 (static.36.44.0.81.ibercom.com) LitDev_v1.2.zip
15:19:35 3/10/2017 (softbank060121145240.bbtec.net) ../languages/LitDev.ja.zip
6:49:26 4/10/2017 (host187.viforpharma.com) LitDev_v1.2.zip
8:4:1 4/10/2017 (nat-76-12.casaccia.enea.it) LitDev_v1.2.zip
8:4:45 4/10/2017 (nat-76-12.casaccia.enea.it) LitDev_Source.zip
8:6:46 4/10/2017 (nat-76-12.casaccia.enea.it) Media.zip
8:7:37 4/10/2017 (nat-76-12.casaccia.enea.it) LitDev3D_Source.zip
8:8:13 4/10/2017 (nat-76-12.casaccia.enea.it) Media.zip
8:8:47 4/10/2017 (nat-76-12.casaccia.enea.it) LitDev3D_64bit.zip
14:11:56 4/10/2017 (msnbot-157-55-39-203.search.msn.com) 
4:44:22 5/10/2017 (212.33.71.132) LitDev_v1.2.zip
4:45:5 5/10/2017 (212.33.71.132) LitDev_v1.2.zip
4:46:8 5/10/2017 (212.33.71.132) LitDev_v1.2.zip
4:46:9 5/10/2017 (212.33.71.132) LitDev_v1.2.zip
4:46:11 5/10/2017 (212.33.71.132) LitDev_v1.2.zip
4:46:16 5/10/2017 (212.33.71.132) LitDev_v1.2.zip
4:46:26 5/10/2017 (212.33.71.132) LitDev_v1.2.zip
4:47:27 5/10/2017 (212.33.71.132) LitDev_v1.2.zip
6:3:3 5/10/2017 (p5DD91F5A.dip0.t-ipconnect.de) LitDev_v1.2.zip
7:12:4 5/10/2017 (adsl-178-39-125-233.adslplus.ch) LitDev_v1.2.zip
9:45:9 5/10/2017 (137-157-053-185.ip-addr.innogy-telnet.de) LitDev_v1.2.zip
9:58:34 5/10/2017 (137-157-053-185.ip-addr.innogy-telnet.de) LitDev_v1.0.zip
10:0:46 5/10/2017 (137-157-053-185.ip-addr.innogy-telnet.de) LitDev3D_64bit.zip
9:9:14 6/10/2017 (AClermont-Ferrand-552-1-49-102.w90-53.abo.wanadoo.fr) LitDev_v1.2.zip
6:45:32 7/10/2017 (83.220.238.247) LitDev_v1.2.zip
6:45:34 7/10/2017 (83.220.238.247) LitDev_v1.2.zip
6:46:5 7/10/2017 (83.220.238.247) LitDev_v1.2.zip 
7:13:25 7/10/2017 (affb168.neoplus.adsl.tpnet.pl) LitDev_v1.2.zip
8:42:33 7/10/2017 (109-124-143-65.customer.t3.se) LitDevUtilities.zip
10:53:11 7/10/2017 (62-64-220-254.dynamic.dial.as9105.com) LitDev_v1.2.zip
11:9:51 7/10/2017 (80-108-186-24.cable.dynamic.surfer.at) LitDev_v1.2.zip
21:3:37 7/10/2017 (249.50.159.143.dyn.plus.net) LitDev_v1.2.zip
6:22:12 8/10/2017 (static.213.44.0.81.ibercom.com) LitDev_v1.2.zip
13:9:32 8/10/2017 (185.43.191.115) LitDev_v1.2.zip
16:39:49 8/10/2017 (97e37d65.skybroadband.com) LitDev_v1.2.zip
20:51:53 8/10/2017 (35-149-150-201.halleytelecom.com.br) LitDev_v1.2.zip
4:20:45 9/10/2017 (178-222-217-241.dynamic.isp.telekom.rs) LitDev_v1.2.zip
5:56:4 9/10/2017 (5.136.241.247) samples.zip
6:12:40 9/10/2017 (5.136.241.247) samples.zip
13:25:9 9/10/2017 (static.213.44.0.81.ibercom.com) ../languages/LitDev.es.zip
13:25:57 9/10/2017 (static.213.44.0.81.ibercom.com) samples.zip
14:32:11 9/10/2017 (57.73.229.210.east.global.crust-r.net) LitDev_v1.2.zip
5:58:42 10/10/2017 (195.187.84.66) LitDev_v1.2.zip
9:29:17 11/10/2017 (host-82-222-247-18.reverse.superonline.net) LitDev_v1.2.zip
9:31:7 11/10/2017 (host-82-222-247-18.reverse.superonline.net) SmallBasicLibrary.zip
9:31:12 11/10/2017 (host-82-222-247-18.reverse.superonline.net) samples.zip
9:31:23 11/10/2017 (host-82-222-247-18.reverse.superonline.net) SmallBasic-v1.2.msi
13:36:55 11/10/2017 (088156227061.dynamic-ww-03.vectranet.pl) LitDev_v1.2.zip
14:52:56 11/10/2017 (broadband.actcorp.in) LitDev_v1.2.zip
15:50:3 11/10/2017 (client-199-58-96-228.noc.alyrica.net) LitDev_Source.zip
16:48:15 11/10/2017 (82.113.46.93) LitDev_v1.2.zip
16:50:42 11/10/2017 (82.113.46.93) ExtensionManager.zip
17:2:27 11/10/2017 (172-4-243-38.lightspeed.nsvltn.sbcglobal.net) LitDev_Source.zip
23:6:18 11/10/2017 (msnbot-157-55-39-123.search.msn.com) 
4:55:40 13/10/2017 (h081217071144.dyn.cm.kabsi.at) LitDev_v1.2.zip
8:27:24 13/10/2017 (213.123.59.150) samples.zip
15:58:14 13/10/2017 (host109-146-5-155.range109-146.btcentralplus.com) LitDev_v1.2.zip
16:19:6 13/10/2017 (host109-146-5-155.range109-146.btcentralplus.com) LitDev_v1.2.zip
21:1:52 13/10/2017 (119.185.188.167) SmallBasicExtensionCompiler_v1.2.zip
10:34:40 14/10/2017 (ALyon-652-1-76-86.w109-213.abo.wanadoo.fr) LitDev_v1.2.zip
10:34:53 14/10/2017 (ALyon-652-1-76-86.w109-213.abo.wanadoo.fr) SmallBasicLibrary.zip
10:35:2 14/10/2017 (ALyon-652-1-76-86.w109-213.abo.wanadoo.fr) samples.zip
10:35:21 14/10/2017 (ALyon-652-1-76-86.w109-213.abo.wanadoo.fr) WritingExtensionGuide.zip
10:35:29 14/10/2017 (ALyon-652-1-76-86.w109-213.abo.wanadoo.fr) SmallBasicExtensionCompiler_v1.2.zip
10:35:36 14/10/2017 (ALyon-652-1-76-86.w109-213.abo.wanadoo.fr) server.zip
10:36:9 14/10/2017 (ALyon-652-1-76-86.w109-213.abo.wanadoo.fr) ../languages/LitDev.fr.zip
10:45:5 14/10/2017 (dynamic-ip-83-246-241-237.fttx.retail.intelbi.ru) LitDev_v1.2.zip
12:58:56 14/10/2017 (82.113.46.93) LitDev_v1.2.zip
13:2:26 14/10/2017 (168.235.195.132) LitDev_v1.2.zip
17:3:56 14/10/2017 (ip5f5acd5a.dynamic.kabel-deutschland.de) LitDev_v1.2.zip
17:6:33 14/10/2017 (ip5f5acd5a.dynamic.kabel-deutschland.de) SerialPort_Source.zip
17:57:30 14/10/2017 (ip72-200-127-193.tc.ph.cox.net) LitDev_v1.2.zip
18:14:19 14/10/2017 (ip5f5acd5a.dynamic.kabel-deutschland.de) LitDev_v1.2.zip
18:15:49 14/10/2017 (cpc124660-birk9-2-0-cust242.1-3.cable.virginm.net) SmallBasicLibrary.zip
22:29:20 14/10/2017 (78-136-143-184.client.nordictelecom.cz) Media.zip
22:30:34 14/10/2017 (78-136-143-184.client.nordictelecom.cz) LitDev3D_64bit.zip
22:31:34 14/10/2017 (78-136-143-184.client.nordictelecom.cz) Media.zip
22:45:3 14/10/2017 (78-136-143-184.client.nordictelecom.cz) Colours_Source.zip
22:45:24 14/10/2017 (78-136-143-184.client.nordictelecom.cz) Music_Source.zip
22:45:32 14/10/2017 (78-136-143-184.client.nordictelecom.cz) SerialPort_Source.zip
22:45:40 14/10/2017 (78-136-143-184.client.nordictelecom.cz) Spawn_Source.zip
22:46:2 14/10/2017 (78-136-143-184.client.nordictelecom.cz) Speech_Source.zip
22:46:13 14/10/2017 (78-136-143-184.client.nordictelecom.cz) TextBoxFocus_Source.zip
22:46:27 14/10/2017 (78-136-143-184.client.nordictelecom.cz) Events_Source.zip
22:46:36 14/10/2017 (78-136-143-184.client.nordictelecom.cz) ShapesExtension_Source.zip
22:46:45 14/10/2017 (78-136-143-184.client.nordictelecom.cz) TrigD_Source.zip
4:16:23 15/10/2017 (178-190-212-186.adsl.highway.telekom.at) SmallBasicLibrary.zip
4:16:32 15/10/2017 (178-190-212-186.adsl.highway.telekom.at) samples.zip
4:51:11 15/10/2017 (78.172.169.150.dynamic.ttnet.com.tr) SerialPort_Source.zip
8:15:18 15/10/2017 (ip5f5acd5a.dynamic.kabel-deutschland.de) LitDev_v1.2.zip
13:47:17 15/10/2017 (138.239.113.87.dyn.plus.net) SmallBasicLibrary.zip
13:49:21 15/10/2017 (138.239.113.87.dyn.plus.net) LitDev_v1.2.zip
16:26:17 15/10/2017 (static.masmovil.com) SerialPort_Source.zip
2:25:46 16/10/2017 (239.167.9.109.rev.sfr.net) LitDev_v1.2.zip
7:47:44 16/10/2017 (117.193.183.179) LitDev_v1.0.zip
8:2:49 16/10/2017 (117.193.183.179) LitDevUtilities_Source.zip
8:3:45 16/10/2017 (msnbot-207-46-13-115.search.msn.com) 
8:10:10 16/10/2017 (59.95.167.132) ../languages/lang-hi.zip
8:10:31 16/10/2017 (59.95.167.132) SmallBasicExtensionCompiler_v1.2.zip
0:29:29 17/10/2017 (239.167.9.109.rev.sfr.net) LitDev_v1.2.zip
0:39:13 17/10/2017 (239.167.9.109.rev.sfr.net) LitDev_v1.2.zip
7:6:9 17/10/2017 (223.96.97.37) LitDev_v1.2.zip
9:4:3 17/10/2017 (74.203.156.157) LitDev_v1.2.zip
17:5:24 17/10/2017 (msnbot-207-46-13-115.search.msn.com) 
20:42:33 17/10/2017 (75-135-84-85.dhcp.mdsn.wi.charter.com) LitDev_v1.2.zip
6:21:56 18/10/2017 (77.28.16.207) LitDev_v1.2.zip
6:47:31 18/10/2017 (117.193.189.136) LitDevUtilities_Source.zip
8:48:10 18/10/2017 (178-222-152-15.dynamic.isp.telekom.rs) LitDev_v1.2.zip
8:53:15 18/10/2017 (178-222-152-15.dynamic.isp.telekom.rs) LitDev_v1.2.zip
12:28:39 19/10/2017 (msnbot-157-55-39-102.search.msn.com) 
14:54:56 19/10/2017 (216-211-36-217.static.tbaytel.net) LitDev_v1.2.zip
14:55:4 19/10/2017 (216-211-36-217.static.tbaytel.net) LitDev_v1.2.zip
23:0:50 19/10/2017 (75-130-194-162.dhcp.hckr.nc.charter.com) LitDev_v1.2.zip
3:49:54 20/10/2017 (ip-109-44-1-123.web.vodafone.de) LitDev_v1.2.zip
2:58:32 21/10/2017 (c-17c9e155.045-16-6b6e621.cust.bredbandsbolaget.se) LitDev_Source.zip
3:0:10 21/10/2017 (c-17c9e155.045-16-6b6e621.cust.bredbandsbolaget.se) SerialPort_Source.zip
3:25:50 21/10/2017 (msnbot-207-46-13-16.search.msn.com) 
9:55:46 21/10/2017 (host86-128-95-129.range86-128.btcentralplus.com) LitDev_Source.zip
9:55:56 21/10/2017 (host86-128-95-129.range86-128.btcentralplus.com) LitDev_Source.zip
9:56:4 21/10/2017 (host86-128-95-129.range86-128.btcentralplus.com) LitDev_v1.2.zip
9:56:54 21/10/2017 (host86-128-95-129.range86-128.btcentralplus.com) LitDev_v1.2.zip
3:23:17 22/10/2017 (93-82-111-130.adsl.highway.telekom.at) hello-world-test_v1.0.zip
6:17:13 22/10/2017 (2.28.222.96) LitDev_Source.zip
10:50:30 22/10/2017 (5356872B.cm-6-7c.dynamic.ziggo.nl) samples.zip
10:51:20 22/10/2017 (2.28.222.96) server.zip
22:58:24 23/10/2017 (124-169-205-115.dyn.iinet.net.au) LitDev_v1.2.zip
9:5:27 24/10/2017 (msnbot-207-46-13-151.search.msn.com) 
16:20:52 24/10/2017 (dsl-50-5-254-164.fuse.net) LitDev_v1.2.zip
21:46:20 24/10/2017 (108-91-150-9.lightspeed.nworla.sbcglobal.net) Media.zip
21:59:34 24/10/2017 (108-91-150-9.lightspeed.nworla.sbcglobal.net) LitDev_v1.2.zip
1:37:50 25/10/2017 (104.219.188.17) SmallBasicLibrary.zip
1:38:37 25/10/2017 (104.219.188.17) WritingExtensionGuide.zip
12:41:8 25/10/2017 (112-104-175-251.adsl.dynamic.seed.net.tw) LitDev_Source.zip
8:15:1 27/10/2017 (79-170-250-130.cust.avonet.cz) Media.zip
8:22:5 27/10/2017 (AMontpellier-658-1-14-136.w92-143.abo.wanadoo.fr) LitDev_v1.2.zip
12:26:3 27/10/2017 (apn-151-0-76-101.vodafone.hu) LitDev_v1.0.zip
12:33:57 27/10/2017 (apn-151-0-72-36.vodafone.hu) LitDev_v1.0.zip
1:57:3 29/10/2017 (223.96.98.22) SerialPort_Source.zip
2:12:13 29/10/2017 (223.96.98.22) SmallBasicLibrary.zip
9:12:11 29/10/2017 (aftr-37-201-195-3.unity-media.net) LitDev_v1.2.zip
9:14:17 29/10/2017 (aftr-37-201-195-3.unity-media.net) samples.zip
9:15:34 29/10/2017 (aftr-37-201-195-3.unity-media.net) SmallBasicLibrary.zip
9:15:55 29/10/2017 (aftr-37-201-195-3.unity-media.net) hello-world-test_v1.2.zip
11:54:39 29/10/2017 (95.12.63.175.dynamic.ttnet.com.tr) SerialPort_Source.zip
14:23:28 29/10/2017 (108.150.21.46.static.swiftway.net) Speech_Source.zip
14:24:27 29/10/2017 (108.150.21.46.static.swiftway.net) SmallBasicLibrary.zip
14:25:14 29/10/2017 (108.150.21.46.static.swiftway.net) ExtensionManager.zip
14:28:24 29/10/2017 (108.150.21.46.static.swiftway.net) LitDev_v1.2.zip
11:44:4 30/10/2017 (ble59-3-82-226-203-90.fbx.proxad.net) LitDev_v1.2.zip
17:43:34 30/10/2017 (roh57-1-78-228-48-158.fbx.proxad.net) LitDev_v1.2.zip
6:41:21 31/10/2017 (ED03674-eth0-mgfw.lumison.net) LitDev_v1.2.zip
13:47:35 31/10/2017 (wrcusa.com) LitDev_v1.2.zip
14:47:50 31/10/2017 (78.134.241.236-dsl.net.metronet.hr) LitDev_v1.2.zip
15:45:59 31/10/2017 (LFbn-1-10776-244.w86-208.abo.wanadoo.fr) LitDev_v1.2.zip
15:46:33 31/10/2017 (LFbn-1-10776-244.w86-208.abo.wanadoo.fr) SmallBasicLibrary.zip
